,hospital,date,year,monthday,month,day,attendences,min,max,aver,Hosp_ID,Time_ID,DAT,ThreeDAT,EHIaccl,dow,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Year_1,Year_2,Year_3,Year_4,Year_5,Year_6,Year_7,Year_8
16093,davis,2013-01-23,2013,123,1,23,213.0,6.0,13.0,9.0,6,1484,9.5,8.666666984558105,2.883333683013916,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16094,davis,2013-01-24,2013,124,1,24,198.0,9.0,13.0,11.0,6,1485,11.0,9.666666984558105,3.816667079925537,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16095,davis,2013-01-25,2013,125,1,25,248.0,10.0,18.0,14.0,6,1486,14.0,11.5,5.5,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16096,davis,2013-01-26,2013,126,1,26,204.0,8.0,17.0,12.0,6,1487,12.5,12.5,6.300000190734863,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16097,davis,2013-01-27,2013,127,1,27,194.0,0.0,13.0,7.0,6,1488,6.5,11.0,4.616666793823242,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16098,davis,2013-01-28,2013,128,1,28,229.0,0.0,14.0,7.0,6,1489,7.0,8.666666984558105,2.2166669368743896,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16099,davis,2013-01-29,2013,129,1,29,220.0,2.0,16.0,9.0,6,1490,9.0,7.5,1.0666667222976685,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16100,davis,2013-01-30,2013,130,1,30,222.0,2.0,16.0,9.0,6,1491,9.0,8.333333015441895,1.8166663646697998,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16101,davis,2013-01-31,2013,131,1,31,202.0,2.0,17.0,9.0,6,1492,9.5,9.166666984558105,2.516666889190674,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16102,davis,2013-02-01,2013,201,2,1,193.0,1.0,18.0,9.0,6,1493,9.5,9.333333015441895,2.5166664123535156,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16103,davis,2013-02-02,2013,202,2,2,188.0,4.0,18.0,11.0,6,1494,11.0,10.0,3.0333333015441895,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16104,davis,2013-02-03,2013,203,2,3,200.0,2.0,17.0,9.0,6,1495,9.5,10.0,2.816666603088379,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16105,davis,2013-02-04,2013,204,2,4,235.0,2.0,16.0,9.0,6,1496,9.0,9.833333015441895,2.5333330631256104,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16106,davis,2013-02-05,2013,205,2,5,231.0,4.0,13.0,8.0,6,1497,8.5,9.0,1.5833333730697632,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16107,davis,2013-02-06,2013,206,2,6,206.0,3.0,15.0,9.0,6,1498,9.0,8.833333015441895,1.3499996662139893,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16108,davis,2013-02-07,2013,207,2,7,201.0,6.0,14.0,10.0,6,1499,10.0,9.166666984558105,1.5666669607162476,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16109,davis,2013-02-08,2013,208,2,8,226.0,2.0,14.0,8.0,6,1500,8.0,9.0,1.2833333015441895,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16110,davis,2013-02-09,2013,209,2,9,186.0,2.0,15.0,9.0,6,1501,8.5,8.833333015441895,1.0666663646697998,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16111,davis,2013-02-10,2013,210,2,10,197.0,-1.0,17.0,8.0,6,1502,8.0,8.166666984558105,0.266666978597641,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16112,davis,2013-02-11,2013,211,2,11,220.0,2.0,18.0,10.0,6,1503,10.0,8.833333015441895,0.7999996542930603,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16113,davis,2013-02-12,2013,212,2,12,212.0,2.0,16.0,9.0,6,1504,9.0,9.0,0.75,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16114,davis,2013-02-13,2013,213,2,13,228.0,1.0,17.0,9.0,6,1505,9.0,9.333333015441895,0.8499996662139893,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16115,davis,2013-02-14,2013,214,2,14,194.0,2.0,21.0,11.0,6,1506,11.5,9.833333015441895,1.2333329916000366,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16116,davis,2013-02-15,2013,215,2,15,213.0,2.0,20.0,11.0,6,1507,11.0,10.5,1.6333333253860474,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16117,davis,2013-02-16,2013,216,2,16,216.0,4.0,19.0,11.0,6,1508,11.5,11.333333015441895,2.2666664123535156,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16118,davis,2013-02-17,2013,217,2,17,208.0,3.0,19.0,11.0,6,1509,11.0,11.166666984558105,1.9000003337860107,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16119,davis,2013-02-18,2013,218,2,18,211.0,4.0,14.0,9.0,6,1510,9.0,10.5,1.0833333730697632,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16120,davis,2013-02-19,2013,219,2,19,215.0,2.0,9.0,6.0,6,1511,5.5,8.5,-0.9833333492279053,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16121,davis,2013-02-20,2013,220,2,20,207.0,0.0,16.0,8.0,6,1512,8.0,7.5,-1.9333332777023315,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16122,davis,2013-02-21,2013,221,2,21,220.0,0.0,16.0,8.0,6,1513,8.0,7.166666507720947,-2.266666889190674,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16123,davis,2013-02-22,2013,222,2,22,198.0,0.0,17.0,8.0,6,1514,8.5,8.166666984558105,-1.2499996423721313,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16124,davis,2013-02-23,2013,223,2,23,152.0,5.0,16.0,10.0,6,1515,10.5,9.0,-0.38333332538604736,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16125,davis,2013-02-24,2013,224,2,24,204.0,5.0,18.0,11.0,6,1516,11.5,10.166666984558105,0.8000003099441528,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16126,davis,2013-02-25,2013,225,2,25,204.0,4.0,18.0,11.0,6,1517,11.0,11.0,1.7166666984558105,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16127,davis,2013-02-26,2013,226,2,26,213.0,3.0,19.0,11.0,6,1518,11.0,11.166666984558105,1.9333336353302002,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16128,davis,2013-02-27,2013,227,2,27,212.0,2.0,19.0,10.0,6,1519,10.5,10.833333015441895,1.4499996900558472,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16129,davis,2013-02-28,2013,228,2,28,221.0,6.0,22.0,13.0,6,1520,14.0,11.833333015441895,2.3333330154418945,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16130,davis,2013-03-01,2013,301,3,1,214.0,3.0,23.0,13.0,6,1521,13.0,12.5,2.8333332538604736,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16131,davis,2013-03-02,2013,302,3,2,186.0,7.0,21.0,14.0,6,1522,14.0,13.666666984558105,3.8666670322418213,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16132,davis,2013-03-03,2013,303,3,3,183.0,9.0,18.0,14.0,6,1523,13.5,13.5,3.549999952316284,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16133,davis,2013-03-04,2013,304,3,4,222.0,6.0,18.0,12.0,6,1524,12.0,13.166666984558105,3.083333730697632,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16134,davis,2013-03-05,2013,305,3,5,204.0,7.0,15.0,11.0,6,1525,11.0,12.166666984558105,2.0500004291534424,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16135,davis,2013-03-06,2013,306,3,6,191.0,6.0,13.0,9.0,6,1526,9.5,10.833333015441895,0.6666663289070129,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16136,davis,2013-03-07,2013,307,3,7,212.0,3.0,16.0,9.0,6,1527,9.5,10.0,-0.18333333730697632,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16137,davis,2013-03-08,2013,308,3,8,189.0,3.0,19.0,11.0,6,1528,11.0,10.0,-0.21666666865348816,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16138,davis,2013-03-09,2013,309,3,9,172.0,3.0,21.0,12.0,6,1529,12.0,10.833333015441895,0.5499996542930603,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16139,davis,2013-03-10,2013,310,3,10,176.0,2.0,19.0,10.0,6,1530,10.5,11.166666984558105,0.8166669607162476,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16140,davis,2013-03-11,2013,311,3,11,245.0,4.0,22.0,13.0,6,1531,13.0,11.833333015441895,1.399999737739563,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16141,davis,2013-03-12,2013,312,3,12,196.0,5.0,24.0,14.0,6,1532,14.5,12.666666984558105,2.083333730697632,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16142,davis,2013-03-13,2013,313,3,13,196.0,7.0,26.0,17.0,6,1533,16.5,14.666666984558105,3.8666670322418213,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16143,davis,2013-03-14,2013,314,3,14,226.0,8.0,24.0,16.0,6,1534,16.0,15.666666984558105,4.650000095367432,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16144,davis,2013-03-15,2013,315,3,15,204.0,8.0,26.0,17.0,6,1535,17.0,16.5,5.25,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16145,davis,2013-03-16,2013,316,3,16,201.0,7.0,26.0,16.0,6,1536,16.5,16.5,4.983333110809326,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16146,davis,2013-03-17,2013,317,3,17,192.0,7.0,22.0,14.0,6,1537,14.5,16.0,4.316666603088379,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16147,davis,2013-03-18,2013,318,3,18,203.0,4.0,21.0,12.0,6,1538,12.5,14.5,2.700000047683716,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16148,davis,2013-03-19,2013,319,3,19,210.0,8.0,27.0,13.0,6,1539,17.5,14.833333015441895,2.999999761581421,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16149,davis,2013-03-20,2013,320,3,20,183.0,10.0,17.0,13.0,6,1540,13.5,14.5,2.450000047683716,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16150,davis,2013-03-21,2013,321,3,21,180.0,5.0,19.0,12.0,6,1541,12.0,14.333333015441895,2.1333329677581787,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16151,davis,2013-03-22,2013,322,3,22,193.0,7.0,18.0,12.0,6,1542,12.5,12.666666984558105,0.25000032782554626,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16152,davis,2013-03-23,2013,323,3,23,170.0,7.0,22.0,14.0,6,1543,14.5,13.0,0.4333333373069763,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16153,davis,2013-03-24,2013,324,3,24,176.0,4.0,27.0,13.0,6,1544,15.5,14.166666984558105,1.383333683013916,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16154,davis,2013-03-25,2013,325,3,25,219.0,9.0,21.0,14.0,6,1545,15.0,15.0,1.9833333492279053,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16155,davis,2013-03-26,2013,326,3,26,198.0,8.0,21.0,14.0,6,1546,14.5,15.0,1.8333333730697632,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16156,davis,2013-03-27,2013,327,3,27,184.0,9.0,21.0,14.0,6,1547,15.0,14.833333015441895,1.5666663646697998,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16157,davis,2013-03-28,2013,328,3,28,196.0,11.0,21.0,16.0,6,1548,16.0,15.166666984558105,1.7666670083999634,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16158,davis,2013-03-29,2013,329,3,29,178.0,9.0,26.0,17.0,6,1549,17.5,16.16666603088379,2.59999942779541,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16159,davis,2013-03-30,2013,330,3,30,166.0,9.0,24.0,17.0,6,1550,16.5,16.66666603088379,2.866666078567505,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16160,davis,2013-03-31,2013,331,3,31,154.0,12.0,21.0,16.0,6,1551,16.5,16.83333396911621,2.950000524520874,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16161,davis,2013-04-01,2013,401,4,1,216.0,11.0,19.0,14.0,6,1552,15.0,16.0,2.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16162,davis,2013-04-02,2013,402,4,2,221.0,8.0,23.0,16.0,6,1553,15.5,15.666666984558105,1.633333683013916,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16163,davis,2013-04-03,2013,403,4,3,193.0,9.0,24.0,16.0,6,1554,16.5,15.666666984558105,1.5666669607162476,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16164,davis,2013-04-04,2013,404,4,4,176.0,12.0,18.0,14.0,6,1555,15.0,15.666666984558105,1.4166669845581055,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16165,davis,2013-04-05,2013,405,4,5,166.0,10.0,20.0,14.0,6,1556,15.0,15.5,1.1166666746139526,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16166,davis,2013-04-06,2013,406,4,6,184.0,11.0,20.0,15.0,6,1557,15.5,15.166666984558105,0.6000003218650818,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16167,davis,2013-04-07,2013,407,4,7,191.0,10.0,20.0,14.0,6,1558,15.0,15.166666984558105,0.40000030398368835,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16168,davis,2013-04-08,2013,408,4,8,235.0,9.0,20.0,14.0,6,1559,14.5,15.0,0.10000000149011612,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16169,davis,2013-04-09,2013,409,4,9,192.0,9.0,23.0,16.0,6,1560,16.0,15.166666984558105,0.1833336502313614,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16170,davis,2013-04-10,2013,410,4,10,218.0,9.0,30.0,19.0,6,1561,19.5,16.66666603088379,1.4999994039535522,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16171,davis,2013-04-11,2013,411,4,11,188.0,13.0,26.0,19.0,6,1562,19.5,18.33333396911621,2.950000524520874,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16172,davis,2013-04-12,2013,412,4,12,227.0,8.0,28.0,18.0,6,1563,18.0,19.0,3.450000047683716,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16173,davis,2013-04-13,2013,413,4,13,188.0,8.0,25.0,16.0,6,1564,16.5,18.0,2.4000000953674316,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16174,davis,2013-04-14,2013,414,4,14,175.0,8.0,23.0,16.0,6,1565,15.5,16.66666603088379,1.0499993562698364,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16175,davis,2013-04-15,2013,415,4,15,218.0,8.0,18.0,13.0,6,1566,13.0,15.0,-0.5666666626930237,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16176,davis,2013-04-16,2013,416,4,16,175.0,8.0,20.0,13.0,6,1567,14.0,14.166666984558105,-1.2833330631256104,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16177,davis,2013-04-17,2013,417,4,17,214.0,6.0,21.0,13.0,6,1568,13.5,13.5,-1.9333332777023315,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16178,davis,2013-04-18,2013,418,4,18,198.0,7.0,26.0,16.0,6,1569,16.5,14.666666984558105,-0.7999996542930603,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16179,davis,2013-04-19,2013,419,4,19,218.0,6.0,28.0,17.0,6,1570,17.0,15.666666984558105,0.23333364725112915,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16180,davis,2013-04-20,2013,420,4,20,207.0,13.0,29.0,21.0,6,1571,21.0,18.16666603088379,2.616666078567505,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16181,davis,2013-04-21,2013,421,4,21,199.0,7.0,32.0,19.0,6,1572,19.5,19.16666603088379,3.3166661262512207,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16182,davis,2013-04-22,2013,422,4,22,242.0,12.0,32.0,22.0,6,1573,22.0,20.83333396911621,4.750000476837158,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16183,davis,2013-04-23,2013,423,4,23,195.0,13.0,29.0,21.0,6,1574,21.0,20.83333396911621,4.500000476837158,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16184,davis,2013-04-24,2013,424,4,24,209.0,7.0,32.0,20.0,6,1575,19.5,20.83333396911621,4.316667079925537,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16185,davis,2013-04-25,2013,425,4,25,183.0,9.0,25.0,17.0,6,1576,17.0,19.16666603088379,2.4999992847442627,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16186,davis,2013-04-26,2013,426,4,26,228.0,7.0,28.0,18.0,6,1577,17.5,18.0,1.25,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16187,davis,2013-04-27,2013,427,4,27,204.0,10.0,31.0,21.0,6,1578,20.5,18.33333396911621,1.5000005960464478,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16188,davis,2013-04-28,2013,428,4,28,160.0,12.0,34.0,22.0,6,1579,23.0,20.33333396911621,3.3500006198883057,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16189,davis,2013-04-29,2013,429,4,29,233.0,14.0,33.0,23.0,6,1580,23.5,22.33333396911621,5.166667461395264,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16190,davis,2013-04-30,2013,430,4,30,208.0,18.0,29.0,23.0,6,1581,23.5,23.33333396911621,5.933333873748779,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16191,davis,2013-05-01,2013,501,5,1,207.0,15.0,32.0,23.0,6,1582,23.5,23.5,5.866666793823242,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16192,davis,2013-05-02,2013,502,5,2,195.0,12.0,33.0,22.0,6,1583,22.5,23.16666603088379,5.249999523162842,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16193,davis,2013-05-03,2013,503,5,3,204.0,12.0,34.0,23.0,6,1584,23.0,23.0,4.849999904632568,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16194,davis,2013-05-04,2013,504,5,4,189.0,14.0,32.0,23.0,6,1585,23.0,22.83333396911621,4.466667175292969,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16195,davis,2013-05-05,2013,505,5,5,182.0,12.0,23.0,18.0,6,1586,17.5,21.16666603088379,2.533332586288452,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16196,davis,2013-05-06,2013,506,5,6,227.0,15.0,23.0,19.0,6,1587,19.0,19.83333396911621,1.1166672706604004,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16197,davis,2013-05-07,2013,507,5,7,208.0,14.0,24.0,18.0,6,1588,19.0,18.5,-0.3333333432674408,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16198,davis,2013-05-08,2013,508,5,8,188.0,13.0,24.0,18.0,6,1589,18.5,18.83333396911621,-0.13333269953727722,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16199,davis,2013-05-09,2013,509,5,9,178.0,12.0,28.0,20.0,6,1590,20.0,19.16666603088379,0.06666602939367294,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16200,davis,2013-05-10,2013,510,5,10,184.0,11.0,31.0,21.0,6,1591,21.0,19.83333396911621,0.6000006198883057,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16201,davis,2013-05-11,2013,511,5,11,194.0,13.0,34.0,23.0,6,1592,23.5,21.5,2.2166666984558105,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16202,davis,2013-05-12,2013,512,5,12,153.0,16.0,34.0,24.0,6,1593,25.0,23.16666603088379,3.7499992847442627,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16203,davis,2013-05-13,2013,513,5,13,213.0,14.0,33.0,23.0,6,1594,23.5,24.0,4.349999904632568,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16204,davis,2013-05-14,2013,514,5,14,218.0,13.0,32.0,22.0,6,1595,22.5,23.66666603088379,3.783332586288452,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16205,davis,2013-05-15,2013,515,5,15,205.0,12.0,27.0,19.0,6,1596,19.5,21.83333396911621,1.7166672945022583,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16206,davis,2013-05-16,2013,516,5,16,181.0,13.0,26.0,20.0,6,1597,19.5,20.5,0.1666666716337204,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16207,davis,2013-05-17,2013,517,5,17,184.0,11.0,25.0,17.0,6,1598,18.0,19.0,-1.5166666507720947,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16208,davis,2013-05-18,2013,518,5,18,187.0,11.0,28.0,19.0,6,1599,19.5,19.0,-1.6666666269302368,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16209,davis,2013-05-19,2013,519,5,19,194.0,14.0,30.0,21.0,6,1600,22.0,19.83333396911621,-0.9333326816558838,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
